日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2024-10-17,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2024-10-18,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2024-10-21,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率6.49%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|0.24%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",参考备注（洗盘 中性，无显著增量）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率6.49%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|0.24%<2.0% [第1章庄在散先，第23章日线近似]",True,中位,价跌量缩,缩量柱
2024-10-22,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2024-10-23,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-10-24,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-10-25,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2024-10-28,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2024-10-29,603662,柯力传感,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2024-10-30,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量增价跌,梯量柱
2024-10-31,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2024-11-01,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率6.36%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|0.70%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",参考备注（洗盘 中性，无显著增量）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率6.36%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|0.70%<2.0% [第1章庄在散先，第23章日线近似]",True,中位,价跌量缩,缩量柱
2024-11-04,603662,柯力传感,拉升,拉升,0.4,量价形态,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2024-11-05,603662,柯力传感,拉升,拉升,0.6,量价形态,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+10.20% 当日+10.18% → 累计+0.21%（滞涨），量403784>1.5×20日均180136 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+10.20% 当日+10.18% → 累计+0.21%（滞涨），量403784>1.5×20日均180136 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,倍量柱
2024-11-06,603662,柯力传感,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+10.18% 当日+0.88% → 累计+0.11%（滞涨），量436120>1.5×20日均181559 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+10.18% 当日+0.88% → 累计+0.11%（滞涨），量436120>1.5×20日均181559 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2024-11-07,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-11-08,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:55,无信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-2.23% 当日+5.65% → 累计+0.03%（滞涨），量304632>1.5×20日均186935 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,confirmed,判据2命中：位置=高位，前一日-2.23% 当日+5.65% → 累计+0.03%（滞涨），量304632>1.5×20日均186935 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,普通量柱
2024-11-11,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率9.97%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.72%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率9.97%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.72%<2.0% [第1章庄在散先，第23章日线近似]",True,高位,价升量缩,缩量柱
2024-11-12,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-11-13,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2024-11-14,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:55,无信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率9.38%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.29%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",无明确信号（阶段无迹象，不预测方向）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率9.38%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.29%<2.0% [第1章庄在散先，第23章日线近似]",True,高位,量价齐升,普通量柱
2024-11-15,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-11-18,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率6.06%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.36%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",参考备注（洗盘 中性，无显著增量）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率6.06%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.36%<2.0% [第1章庄在散先，第23章日线近似]",True,中位,价跌量缩,缩量柱
2024-11-19,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2024-11-20,603662,柯力传感,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2024-11-21,603662,柯力传感,出货,出货,0.5,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+10.17% 当日-1.25% → 累计+0.09%（滞涨），量428147>1.5×20日均215951 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,confirmed,判据2命中：位置=高位，前一日+10.17% 当日-1.25% → 累计+0.09%（滞涨），量428147>1.5×20日均215951 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量增价跌,倍量柱
2024-11-22,603662,柯力传感,拉升,拉升,0.4,量价形态,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-1.25% 当日+1.66% → 累计+0.00%（滞涨），量415296>1.5×20日均230871 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bear，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日-1.25% 当日+1.66% → 累计+0.00%（滞涨），量415296>1.5×20日均230871 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,价升量缩,平量柱
2024-11-25,603662,柯力传感,拉升,拉升,0.6,量价形态,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+1.66% 当日+10.15% → 累计+0.12%（滞涨），量375977>1.5×20日均246186 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bear，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+1.66% 当日+10.15% → 累计+0.12%（滞涨），量375977>1.5×20日均246186 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,价升量缩,缩量柱
2024-11-26,603662,柯力传感,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-11-27,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,"[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率8.50%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.65%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助]",谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,suspicious,"判据1(高换手横盘): 判据1命中(绝对)：日换手率8.50%，前60日均值nan%(数据不足,用绝对)，|当日涨跌幅|1.65%<2.0% [第1章庄在散先，第23章日线近似]",True,高位,价升量缩,缩量柱
2024-11-28,603662,柯力传感,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率8.88%，前60日均值7.35%(有效)，|当日涨跌幅|0.95%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率8.88%，前60日均值7.35%(有效)，|当日涨跌幅|0.95%<2.0% [第1章庄在散先，第23章日线近似],True,中位,量增价跌,平量柱
2024-11-29,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2024-12-02,603662,柯力传感,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+10.14% 当日+5.08% → 累计+0.16%（滞涨），量469011>1.5×20日均283413 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+10.14% 当日+5.08% → 累计+0.16%（滞涨），量469011>1.5×20日均283413 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2024-12-03,603662,柯力传感,出货,出货,0.33,无维度命中,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率14.26%，前60日均值7.74%(有效)，|当日涨跌幅|1.19%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段有迹象但0维命中，不预测）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率14.26%，前60日均值7.74%(有效)，|当日涨跌幅|1.19%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价跌量缩,缩量柱
2024-12-04,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态,2026-09-19 20:23:55,无信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-1.19% 当日+6.98% → 累计+0.06%（滞涨），量466748>1.5×20日均302124 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,confirmed,判据2命中：位置=高位，前一日-1.19% 当日+6.98% → 累计+0.06%（滞涨），量466748>1.5×20日均302124 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,普通量柱
2024-12-05,603662,柯力传感,拉升,拉升,0.6,量价形态,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2024-12-06,603662,柯力传感,拉升,拉升,0.4,量价形态,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+10.11% 当日+6.36% → 累计+0.17%（滞涨），量558065>1.5×20日均310794 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+10.11% 当日+6.36% → 累计+0.17%（滞涨），量558065>1.5×20日均310794 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,高量柱
2024-12-09,603662,柯力传感,拉升,拉升,0.6,量价形态,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2024-12-10,603662,柯力传感,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2024-12-11,603662,柯力传感,拉升,拉升,0.6,量价形态,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+10.09% 当日+5.78% → 累计+0.16%（滞涨），量656548>1.5×20日均335305 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+10.09% 当日+5.78% → 累计+0.16%（滞涨），量656548>1.5×20日均335305 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,倍量柱
2024-12-12,603662,柯力传感,出货,出货,0.33,大盘共振,2026-09-19 20:23:55,弱信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+5.78% 当日-2.19% → 累计+0.03%（滞涨），量599002>1.5×20日均359470 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,confirmed,判据2命中：位置=高位，前一日+5.78% 当日-2.19% → 累计+0.03%（滞涨），量599002>1.5×20日均359470 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,价跌量缩,缩量柱
2024-12-13,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2024-12-16,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-12-17,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-12-18,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-12-19,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率14.64%，前60日均值10.06%(有效)，|当日涨跌幅|0.28%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率14.64%，前60日均值10.06%(有效)，|当日涨跌幅|0.28%<2.0% [第1章庄在散先，第23章日线近似],True,中位,量价齐升,普通量柱
2024-12-20,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2024-12-23,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-12-24,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,无信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率11.81%，前60日均值10.46%(有效)，|当日涨跌幅|1.12%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率11.81%，前60日均值10.46%(有效)，|当日涨跌幅|1.12%<2.0% [第1章庄在散先，第23章日线近似],True,中位,量价齐升,普通量柱
2024-12-25,603662,柯力传感,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2024-12-26,603662,柯力传感,洗盘,洗盘,0.5,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2024-12-27,603662,柯力传感,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:55,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率6.76%，前60日均值10.53%(有效)，|当日涨跌幅|1.92%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率6.76%，前60日均值10.53%(有效)，|当日涨跌幅|1.92%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价跌量缩,缩量柱
2024-12-30,603662,柯力传感,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:55,强信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率6.34%，前60日均值10.53%(有效)，|当日涨跌幅|0.02%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率6.34%，前60日均值10.53%(有效)，|当日涨跌幅|0.02%<2.0% [第1章庄在散先，第23章日线近似],True,中位,价升量缩,缩量柱
2024-12-31,603662,柯力传感,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-01-02,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-01-03,603662,柯力传感,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-06,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-01-07,603662,柯力传感,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:55,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-01-08,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-01-09,603662,柯力传感,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-10,603662,柯力传感,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-13,603662,柯力传感,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:55,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-14,603662,柯力传感,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:55,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
